index,prediction
1569,4.2 centimetre
1570,43 centimetre
1571,57.66 centimetre
1572,1.6 kilogram
1573,4 ounce
1574,
1575,27.2 gram
1576,70 millimetre
1577,70 millimetre
1578,22 pound
1579,3 kilowatt
1580,110 volt
1581,2655 millimetre
1582,450 watt
1583,450 watt
1584,35 centimetre
1585,35 centimetre
1586,35 centimetre
1587,25.8 millimetre
1588,25.8 millimetre
1589,14.5 centimetre
1590,14.5 centimetre
1591,14.5 centimetre
1592,5.5 inch
1593,107 centimetre
1594,107 centimetre
1595,107 centimetre
1596,20 metre
1597,80 centimetre
1598,80 centimetre
1599,15 centimetre
1600,166 centimetre
1601,30 centimetre
1602,15 centimetre
1603,15 centimetre
1604,40 millimetre
1605,2.2 metre
1606,22 millimetre
1607,97 centimetre
1608,8.255 centimetre
1609,8.255 centimetre
1610,8.255 centimetre
1611,76 centimetre
1612,1.2 centimetre
1613,10 centimetre
1614,10 centimetre
1615,350 pound
1616,16.5 centimetre
1617,20.5 centimetre
1618,1500 watt
1619,1500 watt
1620,1500 watt
1621,52 gram
1622,120 volt
1623,120 volt
1624,3 litre
1625,12 ounce
1626,
1627,43 inch
1628,23.01 inch
1629,2.9 inch
1630,9.8 inch
1631,2.9 inch
1632,2 kilogram
1633,305 gram
1634,3.7 volt
1635,1 pound
1636,20 centimetre
1637,20 centimetre
1638,453.6 gram
1639,3.8 volt
1640,350 pound
1641,35.5 centimetre
1642,35.5 centimetre
1643,20 centimetre
1644,3 inch
1645,11 inch
1646,3 inch
1647,7.5 centimetre
1648,7.5 centimetre
1649,7.5 centimetre
1650,75 centimetre
1651,80 centimetre
1652,52 centimetre
1653,100 centimetre
1654,5 volt
1655,5.9 centimetre
1656,22 centimetre
1657,50 centimetre
1658,13 inch
1659,33 centimetre
1660,33 centimetre
1661,15 centimetre
1662,12.5 centimetre
1663,900 watt
1664,19 centimetre
1665,
1666,66.6 watt
1667,355 metre
1668,99 gram
1669,1.5 centimetre
1670,30 watt
1671,6 centimetre
1672,6 centimetre
1673,65 centimetre
1674,187 pound
1675,15.5 centimetre
1676,48 metre
1677,330 pound
1678,34 inch
1679,5 volt
1680,4.92 inch
1681,28 centimetre
1682,85 gram
1683,125 gram
1684,
1685,240 millimetre
1686,10.8 centimetre
1687,41 inch
1688,16 millimetre
1689,16 millimetre
1690,
1691,50 kilogram
1692,30 kilogram
1693,15 centimetre
1694,15 centimetre
1695,15 centimetre
1696,100 kilogram
1697,18.7 kilogram
1698,265 pound
1699,12 volt
1700,12 volt
1701,29.5 inch
1702,6.7 centimetre
1703,6.7 centimetre
1704,28 centimetre
1705,90 centimetre
1706,113 gram
1707,125 millimetre
1708,60 millimetre
1709,6.5 centimetre
1710,2.7 metre
1711,2.7 metre
1712,0.78 inch
1713,2 centimetre
1714,4 centimetre
1715,4 centimetre
1716,0.99 kilogram
1717,325 metre
1718,325 metre
1719,17 centimetre
1720,68.5 centimetre
1721,15 kilogram
1722,7.5 centimetre
1723,7.5 centimetre
1724,2930 watt
1725,59 pound
1726,110 volt
1727,150 kilogram
1728,250 kilogram
1729,250 kilogram
1730,10 metre
1731,76.2 centimetre
1732,250 pound
1733,85 gram
1734,81 centimetre
1735,60 centimetre
1736,26 centimetre
1737,34 centimetre
1738,18 volt
1739,18 volt
1740,200 kilogram
1741,15 centimetre
1742,15 centimetre
1743,110 pound
1744,326 gram
1745,120 volt
1746,750 watt
1747,340 millimetre
1748,42 millimetre
1749,42 millimetre
1750,35 millimetre
1751,114 millimetre
1752,950 gram
1753,120 volt
1754,450 watt
1755,17.8 centimetre
1756,16 inch
1757,0.67 inch
1758,20.5 inch
1759,12 volt
1760,12 volt
1761,400 litre
1762,13.7 centimetre
1763,13.7 centimetre
1764,120 volt
1765,8 gram
1766,110 pound
1767,25 millimetre
1768,16.3 kilogram
1769,265 pound
1770,120 pound
1771,414 millimetre
1772,220 volt
1773,10.5 centimetre
1774,10.5 centimetre
1775,1 kilogram
1776,60 gram
1777,13.8 centimetre
1778,27 inch
1779,
1780,20 volt
1781,17 centimetre
1782,225 centimetre
1783,10 centimetre
1784,238.54 millimetre
1785,249.72 millimetre
1786,6.3 inch
1789,31.1 inch
1790,10 centimetre
1791,10 centimetre
1792,120 pound
1793,283 gram
1794,37 centimetre
1795,37 centimetre
1796,35 centimetre
1797,35 centimetre
1798,2.3 centimetre
1799,2.3 centimetre
1800,63 centimetre
1801,15 ounce
1802,265 pound
1803,17 inch
1804,
1805,80 centimetre
1806,
1807,29.5 centimetre
1808,177.5 centimetre
1809,450 gram
1810,19 centimetre
1811,18 centimetre
1812,3.1 centimetre
1813,3.1 centimetre
1814,3.1 centimetre
1815,150 kilogram
1816,27 centimetre
1817,20 centimetre
1818,7 ounce
1819,
1820,3 ounce
1821,20.0 centimetre
1822,18.0 centimetre
1823,60 inch
1824,120 watt
1825,120 volt
1826,66 centimetre
1827,66 centimetre
1828,2.5 centimetre
1829,2.5 centimetre
1830,6.7 centimetre
1831,
1832,61.5 centimetre
1833,75 centimetre
1834,51.2 inch
1835,75 centimetre
1836,3.3 volt
1837,51.0 inch
1838,3 centimetre
1839,75 centimetre
1840,1.1 centimetre
1841,406 gram
1842,103 centimetre
1843,29 centimetre
1844,188 centimetre
1845,1.70 metre
1846,120 volt
1847,65 watt
1848,6151 cubic foot
1849,7.5 centimetre
1850,12.5 centimetre
1851,3.6 centimetre
1852,6.9 centimetre
1853,12 centimetre
1854,12 centimetre
1855,265 pound
1856,735 millimetre
1857,430 millimetre
1858,350 pound
1859,50 pound
1860,20 ounce
1861,70 pound
1862,3.2 centimetre
1863,10.5 centimetre
1864,55 centimetre
1865,11 centimetre
1866,64 gram
1867,
1868,120 volt
1869,7.7 pound
1870,18.5 centimetre
1871,200 millimetre
1872,5.0 centimetre
1873,5.0 centimetre
1874,9 centimetre
1875,85 litre
1876,30 pound
1877,3.4 foot
1878,5 volt
1879,12 volt
1880,5 metre
1881,12 volt
1882,3.6 inch
1883,29 centimetre
1884,29 centimetre
1885,7.5 centimetre
1886,30 centimetre
1887,8.0 metre
1888,9 centimetre
1889,1.5 volt
1890,2.5 centimetre
1891,7.5 centimetre
1892,7.5 centimetre
1893,13.5 centimetre
1894,2.9 pound
1895,
1896,12 volt
1897,2.3 metre
1898,340 gram
1899,36 centimetre
1900,800 pound
1901,2.9 centimetre
1902,2.9 centimetre
1903,12 centimetre
1904,11 centimetre
1905,9.0 centimetre
1906,7.5 centimetre
1907,200 pound
1908,17.0 centimetre
1909,6.0 centimetre
1910,9.7 centimetre
1911,23 centimetre
1912,14.5 centimetre
1913,14.5 centimetre
1914,18 volt
1915,500 kilogram
1916,500 kilogram
1917,300 pound
1918,7 centimetre
1919,33 pound
1920,27 metre
1921,300 gram
1922,75 centimetre
1923,30 millimetre
1924,1.9 centimetre
1925,1.9 centimetre
1926,200 gram
1927,11.2 fluid ounce
1928,39 centimetre
1929,800 metre
1930,15 centimetre
1931,15 centimetre
1932,13.33 centimetre
1933,13.33 centimetre
1934,120 volt
1935,40 centimetre
1936,110 volt
1937,110 volt
1938,110 volt
1939,150 kilogram
1940,0.5 kilogram
1941,6 metre
1942,70 gram
1943,40 centimetre
1944,40 centimetre
1945,1.5 litre
1946,8 centimetre
1947,120 centimetre
1948,76 centimetre
1949,15 centimetre
1951,
1952,4.2 ounce
1953,
1954,100 watt
1955,131 centimetre
1956,34 inch
1957,910 gram
1958,1400 gram
1959,3.8 centimetre
1960,500 metre
1961,8 centimetre
1962,8 centimetre
1963,30 inch
1964,16 inch
1965,7 inch
1966,0.44 pound
1967,31 inch
1968,150 millimetre
1969,140 millimetre
1970,44 centimetre
1971,55 pound
1972,2.5 centimetre
1973,8 centimetre
1974,8 centimetre
1975,86 millimetre
1976,28 millimetre
1977,1200 millimetre
1978,10 ounce
1979,61 millimetre
1980,92 millimetre
1981,7.5 centimetre
1982,510 gram
1983,25 centimetre
1984,50 centimetre
1985,18 volt
1986,18 volt
1987,61 pound
1988,2 ounce
1989,300 pound
1990,30 centimetre
1991,42 inch
1992,42 inch
1993,
1994,4 centimetre
1995,75 centimetre
1996,23 centimetre
1997,19.5 centimetre
1998,3.6 inch
1999,6.75 inch
2000,334 millimetre
2001,90 centimetre
2002,3 centimetre
2003,120 volt
2004,120 volt
2005,120 volt
2006,120 volt
2007,5.5 centimetre
2008,35 centimetre
2009,0.5 pound
2010,5 volt
2011,5.5 watt
2012,6.5 centimetre
2013,6.5 centimetre
2014,108 centimetre
2015,108 centimetre
2016,108 centimetre
2017,
2018,1.66 pound
2019,
2020,100 gram
2021,180 litre
2022,
2023,4.75 inch
2024,18 centimetre
2025,18 centimetre
2026,18 centimetre
2027,7040 metre
2028,55 centimetre
2029,33 centimetre
2030,170 centimetre
2031,60 watt
2032,
2033,15.00 centimetre
2034,6.00 centimetre
2035,100 pound
2036,
2037,7 ounce
2038,330 pound
2039,25 centimetre
2040,
2041,15 centimetre
2042,15 centimetre
2043,120 millimetre
2044,120 millimetre
2045,5 gram
2046,12.3 kilogram
2047,90 centimetre
2048,88 centimetre
2049,27 centimetre
2050,60 centimetre
2051,5 pound
2052,250 gram
2053,
2054,33 millimetre
2055,3 inch
2056,3 inch
2057,3 inch
2058,40 millimetre
2059,66 litre
2060,66 litre
2061,24 volt
2062,67 centimetre
2063,108 millimetre
2064,5 volt
2065,40 centimetre
2066,40 centimetre
2067,100 centimetre
2068,30 inch
2069,750 gram
2070,1.5 litre
2071,12 volt
2072,78.7 centimetre
2073,13 centimetre
2074,24 ounce
2075,3.8 volt
2076,12.2 centimetre
2077,1.5 centimetre
2078,6 volt
2079,76 centimetre
2080,80 centimetre
2081,76 centimetre
2082,50 centimetre
2083,18 volt
2084,3.3 inch
2085,3.3 inch
2086,3.3 inch
2087,
2088,1.65 pound
2089,100 gram
2090,5 centimetre
2091,22 centimetre
2092,
2093,19.2 volt
2094,5 volt
2095,236 gram
2096,7.5 centimetre
2097,7.5 centimetre
2098,21 gram
2099,4300 watt
2100,4300 watt
2101,4300 watt
2102,
2103,13 millimetre
2104,115 millimetre
2105,48 gram
2106,1.00 kilogram
2107,0.475 kilogram
2108,
2109,
2110,23 centimetre
2111,80 centimetre
2112,220 millimetre
2113,170 millimetre
2114,31 ounce
2115,1.5 centimetre
2116,25 kilogram
2117,5.13 pound
2118,120 watt
2119,70 millimetre
2120,188 millimetre
2121,7 centimetre
2122,8.4 centimetre
2123,16 centimetre
2124,25 centimetre
2125,3.99 pound
2126,3.99 pound
2127,6.5 centimetre
2128,6.5 centimetre
2129,127 gram
2130,15.5 watt
2131,38 centimetre
2132,38 centimetre
2133,38 centimetre
2134,255 gram
2135,15.6 inch
2136,16 gram
2137,75 centimetre
2138,200 centimetre
2139,
2140,115 volt
2141,18 centimetre
2142,47 centimetre
2143,66 millimetre
2144,550 watt
2145,550 watt
2146,220 volt
2147,1.5 kilogram
2148,
2149,5.5 centimetre
2150,4.5 centimetre
2151,49.5 centimetre
2152,4 inch
2153,4 inch
2154,
2155,
2156,140 centimetre
2157,14 centimetre
2158,18 centimetre
2159,1000 pound
2160,6.0 centimetre
2161,12 volt
2162,
2163,18 ounce
2164,5.5 centimetre
2165,4 centimetre
2166,190 centimetre
2167,
2168,
2169,171 gram
2170,29.5 centimetre
2171,0.5 centimetre
2172,51 centimetre
2173,6 centimetre
2174,12 centimetre
2175,60 centimetre
2176,
2177,1300 watt
2178,220 volt
2179,21.3 centimetre
2180,21.3 centimetre
2181,21.3 centimetre
2182,16.7 centimetre
2183,20.0 centimetre
2184,16.7 centimetre
2185,1200 watt
2186,1200 watt
2187,1200 watt
2188,8 centimetre
2189,500 metre
2190,1.8 volt
2191,419 gram
2192,
2193,26 inch
2194,14 inch
2195,7 centimetre
2196,18 centimetre
2197,90 centimetre
2198,9.5 centimetre
2199,9.5 centimetre
2200,7 centimetre
2201,5.5 centimetre
2202,113 centimetre
2203,58 centimetre
2204,2000 volt
2205,97.99 centimetre
2206,1.79 metre
2207,1.65 metre
2208,79 metre
2209,4 ounce
2210,19 centimetre
2211,75 gram
2212,8.6 metre
2213,3.5 centimetre
2214,3.5 centimetre
2215,200 gram
2216,15 pound
2217,178 centimetre
2218,221 centimetre
2219,20000 metre
2220,63 inch
2221,4.95 inch
2222,2.76 inch
2223,10.71 pound
2224,120 volt
2225,1500 watt
2226,63 centimetre
2227,15.6 inch
2228,3.5 pound
2229,800 pound
2230,163 centimetre
2231,13 inch
2232,10 inch
2233,23.04 pound
2234,12 volt
2235,26.5 inch
2236,11.5 centimetre
2237,24 centimetre
2238,1.5 metre
2239,0.65 metre
2240,
2241,
2242,120 volt
2243,3.3 pound
2244,
2245,
2246,110 pound
2247,4.8 centimetre
2248,7.0 centimetre
2249,4.8 centimetre
2250,22.5 centimetre
2251,1.55 inch
2252,1.55 inch
2253,1.18 inch
2254,3.5 inch
2255,26.5 centimetre
2256,265 pound
2257,6.8 centimetre
2258,12.8 centimetre
2259,6.4 centimetre
2260,25 watt
2261,1.57 inch
2262,1 watt
2263,12 volt
2264,12 volt
2265,115 volt
2266,454 gram
2267,8.2 pound
2268,6 volt
2269,3.54 inch
2270,20 centimetre
2271,20 centimetre
2272,30 centimetre
2273,8.8 kilogram
2274,65 pound
2275,110 volt
2276,110 volt
2277,
2278,
2279,400 millimetre
2280,400 millimetre
2281,170 gram
2282,140 centimetre
2283,
2284,120 centimetre
2285,18 centimetre
2286,36 pound
2287,120 volt
2288,120 volt
2289,75 centimetre
2290,75 centimetre
2291,2068 millimetre
2292,
2293,23 centimetre
2294,228.5 centimetre
2295,100.8 inch
2296,120 volt
2297,50 foot
2298,15 centimetre
2299,15 centimetre
2300,450 pound
2301,1.41 pound
2302,3.0 metre
2303,39 inch
2304,80 centimetre
2305,60 centimetre
2306,48 fluid ounce
2307,
2308,50 gram
2309,300 gram
2310,110 volt
2311,53 gram
2312,100 centimetre
2313,31 centimetre
2314,30 centimetre
2315,98 centimetre
2316,24 volt
2317,1 pound
2318,97.8 centimetre
2319,203 gram
2320,8.9 centimetre
2321,10.2 centimetre
2322,57 gram
2323,8 ounce
2324,
2325,16.4 foot
2326,12 volt
2327,15 kilogram
2328,32.5 centimetre
2329,50 centimetre
2330,33 centimetre
2331,23 centimetre
2332,23 centimetre
2333,150 millimetre
2334,350 pound
2335,830 metre
2336,265 pound
2337,71 millimetre
2338,71 millimetre
2339,13.6 inch
2340,60 gram
2341,8 centimetre
2342,11 centimetre
2343,120 volt
2344,16 ounce
2345,14.5 centimetre
2346,8 centimetre
2347,10 watt
2348,10 watt
2349,10 watt
2350,1.80 centimetre
2351,300 watt
2352,300 watt
2353,6.5 centimetre
2354,6.5 centimetre
2355,65 millimetre
2356,73 centimetre
2357,60 centimetre
2358,117 centimetre
2359,33 centimetre
2360,1.89 pound
2361,175 millimetre
2362,90 ounce
2363,150 gram
2364,12 volt
2365,41.3 inch
2366,1 centimetre
2367,99 centimetre
2368,12 centimetre
2369,12 centimetre
2370,2 kilogram
2371,45 pound
2372,6.6 pound
2373,76 centimetre
2374,360 millimetre
2375,2.5 centimetre
2376,20 centimetre
2377,14.96 inch
2378,150 kilogram
2379,6.1 centimetre
2380,191.5 centimetre
2381,
2382,1.8 pound
2383,700 watt
2384,223 centimetre
2385,4.5 centimetre
2386,35 pound
2387,500 gram
2388,19 centimetre
2389,20 centimetre
2390,12 ounce
2391,9.5 centimetre
2392,43 centimetre
2393,43 centimetre
2394,54.4 centimetre
2395,0.8 centimetre
2396,0.8 centimetre
2397,220 pound
2398,37.8 inch
2399,45 centimetre
2400,45 centimetre
2401,25 centimetre
2402,58 pound
2403,
2404,12 volt
2405,260 centimetre
2406,2.76 inch
2407,4.5 inch
2408,1.8 centimetre
2409,29 centimetre
2410,454 gram
2411,12 inch
2412,120 inch
2413,160 millimetre
2414,160 millimetre
2415,2.1 kilogram
2416,4.25 inch
2417,12 centimetre
2418,37 centimetre
2419,19 centimetre
2420,15.5 centimetre
2421,8.5 centimetre
2422,8.5 centimetre
2423,30 gram
2424,23.0 centimetre
2425,90 gram
2426,
2427,190 centimetre
2428,120 centimetre
2429,60 centimetre
2430,60 centimetre
2431,1000 watt
2432,1000 watt
2433,10 inch
2434,12.0 fluid ounce
2435,11 foot
2436,11 foot
2437,7.5 centimetre
2438,7.5 centimetre
2439,18.7 centimetre
2440,5.7 centimetre
2441,11 inch
2442,6.5 kilogram
2443,343 gram
2444,1800 watt
2445,
2446,3 centimetre
2447,3 centimetre
2448,84 inch
2449,84 inch
2450,84 inch
2451,400 watt
2452,
2453,780 gram
2454,5.6 centimetre
2455,5.6 centimetre
2456,60 centimetre
2457,180 centimetre
2458,41 inch
2459,41 inch
2460,22.4 inch
2461,900 watt
2462,220 volt
2463,59 pound
2464,120 volt
2465,35 centimetre
2466,113 gram
2467,21 centimetre
2468,62 millimetre
2469,7.5 centimetre
2470,110 volt
2471,
2472,30 centimetre
2473,30 centimetre
2474,11.2 centimetre
2475,11.2 centimetre
2476,9 centimetre
2477,2 millimetre
2478,21 millimetre
2479,6.5 centimetre
2480,3.6 watt
2481,24 volt
2482,32 centimetre
2483,12 ounce
2484,5.1 inch
2485,2.4 inch
2486,6.5 centimetre
2487,6.5 centimetre
2488,700 watt
2489,700 watt
2490,23.6 inch
2491,8 gram
2492,12 volt
2493,10 centimetre
2494,5 centimetre
2495,5 centimetre
2496,56.5 centimetre
2497,5 volt
2498,2 inch
2499,64 ounce
2500,45 centimetre
2501,100 gram
2502,8 centimetre
2503,7.2 centimetre
2504,11.75 inch
2505,71.5 inch
2506,11.75 inch
2507,186 millimetre
2508,200 kilogram
2509,5 ounce
2510,240 volt
2511,20 watt
2512,2 ounce
2513,15 centimetre
2514,8 centimetre
2515,8 centimetre
2516,200 metre
2517,170 gram
2518,15.5 ounce
2519,10 centimetre
2520,29 centimetre
2521,16 gram
2522,16 gram
2523,
2524,200 centimetre
2525,300 watt
2526,300 watt
2527,80 centimetre
2528,12 ounce
2529,60 gram
2530,48 centimetre
2531,
2532,106 pound
2533,30.5 centimetre
2534,5 centimetre
2535,30.5 centimetre
2536,250 gram
2537,8.07 inch
2538,23 millimetre
2539,23 millimetre
2540,13 centimetre
2541,
2542,500 watt
2543,500 watt
2544,10.5 centimetre
2545,29.7 centimetre
2546,40 centimetre
2547,40 centimetre
2548,40 centimetre
2549,75 centimetre
2550,90 centimetre
2551,250 kilogram
2552,4.7 inch
2553,4.7 inch
2554,256 gram
2555,75 millimetre
2556,33 millimetre
2557,4 ounce
2558,30.7 inch
2559,70 centimetre
2560,76 centimetre
2561,265 pound
2562,65 gram
2563,2000 watt
2564,
2565,2000 watt
2566,6.7 ounce
2567,
2568,105 gram
2569,18 volt
2570,400 watt
2571,120 volt
2572,6 centimetre
2573,6 centimetre
2574,12 volt
2575,21 centimetre
2576,21.6 volt
2577,140 gram
2578,700 pound
2579,
2580,
2581,52 inch
2582,120 volt
2583,60 watt
2584,22 kilogram
2585,55 gram
2586,320 gram
2587,23 centimetre
2588,33 centimetre
2589,8 kilogram
2590,1.4 kilogram
2591,8.5 centimetre
2592,8.5 centimetre
2593,140 centimetre
2594,9 gram
2595,18 centimetre
2596,18 centimetre
2597,10 pound
2598,70 millimetre
2599,22.3 centimetre
2600,8.5 centimetre
2601,8.5 centimetre
2602,50 centimetre
2603,264.5 pound
2604,7 gram
2605,3.5 centimetre
2606,3.5 centimetre
2607,300 gram
2608,47.5 centimetre
2609,35 centimetre
2610,5.9 inch
2611,5.9 inch
2612,5.9 inch
2613,32 centimetre
2614,8.5 centimetre
2615,0.27 foot
2616,120 volt
2617,15 watt
2618,330 pound
2619,228 centimetre
2620,28 centimetre
2621,28 centimetre
2622,30.5 centimetre
2623,180 centimetre
2624,12 centimetre
2625,6.5 inch
2626,6.5 inch
2627,30 pound
2628,10 watt
2629,230 volt
2630,200 pound
2631,79 gram
2632,10 pound
